datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,conditions,AQI
07-06-2018,32.9,24,27.7,38.1,24,30.5,23.4,78.8,8.2,100,4.17,45,20.5,274.6,1005.9,90.5,4.9,157.2,13.6,7,0.75,"Rain, Overcast",60
08-06-2018,31,24,27.4,35.7,24,29.6,23.3,79,0.2,100,4.17,36.4,15.1,263.4,1003.9,81.8,5.2,137.9,11.9,5,0.82,"Rain, Partially cloudy",62
09-06-2018,33.4,24,28.1,37.9,24,30.7,23.3,76.6,1.1,100,8.33,41.8,21.7,281.5,1002.1,81.5,5,193.9,16.9,8,0.85,"Rain, Partially cloudy",55
10-06-2018,33.1,24,27.4,40.2,24,29.5,22.9,77.7,0.8,100,8.33,55.4,24.1,274.1,1003.1,83.7,5,172.2,14.9,8,0.88,"Rain, Partially cloudy",47
11-06-2018,31.9,23.1,27,38.9,23.1,29.4,23.4,81.7,0.3,100,4.17,55.1,22.4,272,1003.9,96.8,4.9,132.6,11.4,5,0.92,"Rain, Overcast",52
12-06-2018,33,24,28,39.3,24,30.6,23.7,78.5,9,100,4.17,61.6,22.5,272.6,1004,92.5,4.8,221.8,19.2,9,0.95,"Rain, Overcast",73
13-06-2018,35.5,25,29.7,40.2,25,32.6,22.4,66.4,0,0,0,59.8,22.4,277,1004.6,69.4,5.1,256.8,22.2,8,0.98,Partially cloudy,80
14-06-2018,35,25.9,30.3,39.5,25.9,33.5,22.2,63.2,0,0,0,48.2,23.9,287.5,1005.8,53.2,5.4,229.9,19.8,8,0,Partially cloudy,88
15-06-2018,36.9,26.5,31,40.8,26.5,33.8,21.4,58.1,0,0,0,44.3,22.4,282.9,1006.6,44.5,5.6,284.4,24.6,9,0.05,Partially cloudy,85
16-06-2018,36,25,30.2,39.4,25,31.9,20.3,57.2,0,0,0,46.8,22,281.8,1007.7,54.3,6,276,23.7,9,0.09,Partially cloudy,63
17-06-2018,36,26.5,30,38.6,26.5,32.1,20.4,57.1,1,100,4.17,53.3,26.4,295.3,1008,71.6,5.4,265.1,22.9,9,0.12,"Rain, Partially cloudy",66
18-06-2018,34.3,25,28.9,38.2,25,30.7,20.7,62.4,0,0,0,54.4,25.4,278,1007.1,74.1,5.5,189.5,16.5,7,0.15,Partially cloudy,53
19-06-2018,35.9,24.5,29.5,41.7,24.5,31.8,21.4,63.1,0.4,100,4.17,45.7,21.8,268.6,1005.7,63.2,5.8,242.6,21,9,0.19,"Rain, Partially cloudy",44
20-06-2018,37,25,31.2,41.8,25,34.1,21.4,57.8,0.1,100,4.17,31,16.1,246.9,1005.3,56.1,5.9,269.6,23,9,0.25,"Rain, Partially cloudy",63
21-06-2018,37.9,26,31.4,44.3,26,34.7,21.7,57.7,0.3,100,8.33,38.5,17.6,243,1004.8,54.6,5.8,240.3,20.6,9,0.26,"Rain, Partially cloudy",48
22-06-2018,32.6,23.8,27.8,39.9,23.8,30.8,23.6,78.6,32,100,8.33,30.6,13.9,278.8,1005.3,80.3,4.6,121.8,10.6,6,0.29,"Rain, Partially cloudy",52
23-06-2018,30.9,23.5,26.5,37.5,23.5,28.5,23.7,85.1,31.2,100,12.5,29.9,14.8,268.4,1005.9,90.3,5,118.1,10.1,5,0.33,"Rain, Overcast",50
24-06-2018,32,23.5,27.8,37.7,23.5,30.2,22.6,74.6,0,0,0,44.6,21.7,274.4,1006.2,66.2,5.5,226.2,19.6,7,0.36,Partially cloudy,42
25-06-2018,32,23.5,28.1,36.7,23.5,30.7,22.6,73,0,0,0,58.7,22.3,263.8,1005.4,77,5.1,226.2,19.4,8,0.4,Partially cloudy,47
26-06-2018,32.9,24,28.3,37,24,30.4,22,70.1,0,0,0,61.6,24.4,271.9,1004.3,76.7,5.1,187.6,16.2,8,0.43,Partially cloudy,41
27-06-2018,32.1,24.5,27.5,36.8,24.5,29.3,22.4,74.3,2,100,4.17,52.6,30.7,274.3,1003.5,73.7,5.1,171.6,14.9,5,0.47,"Rain, Partially cloudy",53
28-06-2018,32.3,24,27.9,37,24,30,22.2,72,0.7,100,20.83,46.8,22.5,254.4,1004.6,84.5,5.1,122.1,10.3,4,0.5,"Rain, Partially cloudy",53
29-06-2018,31.1,24,28,36.3,24,30.5,22.3,71.4,0.7,100,4.17,39.6,14.9,243.1,1006,72.3,5.3,146.5,12.8,6,0.54,"Rain, Partially cloudy",56
30-06-2018,34.2,24.5,29.3,38.3,24.5,31.4,21.5,64.2,0,0,0,36,22.3,265.1,1007,53,5.7,226.4,19.5,9,0.57,Partially cloudy,59
01-07-2018,33,25,28.8,36.9,25,30.6,21.1,64.3,0,0,0,35.3,18.2,266,1007.4,72.5,5.5,214.2,18.5,7,0.6,Partially cloudy,52
02-07-2018,34.1,24,29.6,38.3,24,32.3,21.9,64.6,0,0,0,42.1,18.4,267.5,1006.5,70.5,5.8,250.1,21.7,8,0.64,Partially cloudy,52
03-07-2018,31,24,27.6,35.5,24,29.3,21.3,69.2,0,0,0,51.5,25.6,272.5,1006.5,79.3,5.5,141.2,12.1,4,0.67,Partially cloudy,48
04-07-2018,32.9,24.9,28.7,36.9,24.9,30.6,21.6,66.5,0.2,100,8.33,57.2,28.4,275.3,1007.7,86,5.3,151,13,5,0.7,"Rain, Partially cloudy",58
05-07-2018,33.2,24,27.5,37.6,24,29.6,22.3,73.9,0.1,100,4.17,59,28,275.4,1007.3,88.7,5.5,141.5,12.1,5,0.74,"Rain, Partially cloudy",58
06-07-2018,31,23,26.2,35.5,23,28,22.9,82.7,21.5,100,12.5,59.4,22.1,293.7,1005.8,92.4,4.9,162,14.1,6,0.75,"Rain, Overcast",44
07-07-2018,26.9,22.5,24.7,29.9,22.5,24.8,22.9,90,15,100,8.33,54.7,21.9,281.9,1004.6,93.1,4.6,82.5,7.1,3,0.8,"Rain, Overcast",62
08-07-2018,25.9,23,24.4,25.9,23,24.4,23.2,93,0.2,100,4.17,41.8,22.3,281.6,1003.7,98.9,4.6,87.7,7.6,4,0.84,"Rain, Overcast",50
09-07-2018,28.9,22.5,24.9,35.2,22.5,25.9,23,89.5,1,100,4.17,42.8,25.2,280,1003.5,99.6,4.7,71.3,6.2,3,0.87,"Rain, Overcast",48
10-07-2018,29.3,23,25.6,34.2,23,27,22.8,84.9,3.8,100,29.17,52.6,29,271.8,1004.5,95.1,5.2,133.3,11.4,5,0.9,"Rain, Overcast",50
11-07-2018,29,23,25.5,33.5,23,26.8,22.9,85.9,5,100,4.17,58.3,26,271.8,1004.5,95.5,4.6,126.3,10.9,4,0.94,"Rain, Overcast",46
12-07-2018,25.9,22,23.6,25.9,22,23.6,22.2,92.2,21,100,16.67,52.6,28.4,269.1,1004.6,98.6,4.3,63.8,5.5,3,0.97,"Rain, Overcast",41
13-07-2018,28,23,24.8,31.9,23,25.4,22.6,87.7,0.5,100,4.17,56.9,24.8,273.4,1004.1,94.2,4.6,167.3,14.4,6,0,"Rain, Overcast",35
14-07-2018,26.6,22.8,24.7,26.6,22.8,24.7,23.4,92.9,3.5,100,8.33,49.7,18.4,278.2,1003.5,96.3,4.6,90.7,7.7,4,0.04,"Rain, Overcast",40
15-07-2018,28,23.5,25.1,32.6,23.5,25.7,23.5,90.8,3.1,100,8.33,55.1,25.6,270,1002.3,99.1,4.6,112.7,9.7,4,0.07,"Rain, Overcast",57
16-07-2018,25.9,24,24.6,25.9,24,24.6,23.6,93.9,5,100,4.17,55.4,21.6,266.5,1002.9,98.4,4.3,81.8,7.1,3,0.11,"Rain, Overcast",36
17-07-2018,31,23.9,26.2,37.7,23.9,27.8,23.8,87.3,5,100,8.33,72.7,34.3,275.5,1003.7,85.1,4.7,221.9,19,8,0.14,"Rain, Partially cloudy",36
18-07-2018,31,24,27,37.1,24,29.2,23.2,80.3,0.1,100,4.17,60.8,26.8,275.4,1004.7,81.5,5,202.3,17.4,7,0.17,"Rain, Partially cloudy",41
19-07-2018,30.5,22.5,26.6,36.2,22.5,28.8,23.2,82.1,0,0,0,60.5,25.9,273.6,1005.1,61.7,5.3,235.6,20.4,8,0.21,Partially cloudy,51
20-07-2018,29,23,25.8,34.4,23,27,23.3,86.2,0.1,100,4.17,51.5,23.5,273.6,1005.1,91.8,5.3,95.6,8.3,3,0.25,"Rain, Overcast",42
21-07-2018,29.1,23,25.8,32.2,23,27.1,22.8,83.6,5.9,100,75,49,31.7,270.6,1005.3,97.5,4.7,94.8,8.2,4,0.28,"Rain, Overcast",50
22-07-2018,30,23.6,26.2,34.1,23.6,27.5,22,77.8,0.3,100,12.5,58.3,29.9,271.8,1004.9,95.6,4.7,137.8,11.9,5,0.31,"Rain, Overcast",69
23-07-2018,31.1,23,26.8,34.3,23,28.5,22.3,77.1,0.3,100,8.33,54,25.6,275.1,1005.3,83.8,5.2,180,15.5,7,0.34,"Rain, Partially cloudy",66
24-07-2018,32.2,23.5,27.2,36.1,23.5,29.1,22.5,76.3,0,0,0,51.1,21.6,273,1006.9,77.8,5,212.3,18.3,7,0.38,Partially cloudy,57
25-07-2018,32.7,24,27.6,35.9,24,29.1,22,73.3,1,100,4.17,51.5,18.2,270.9,1007.1,79.8,4.8,203.6,17.4,7,0.41,"Rain, Partially cloudy",56
26-07-2018,29,24,26.7,32.7,24,28.4,22.3,77.1,0,0,0,59.4,26.4,276.8,1008.1,84.6,4.9,187.9,16.2,7,0.45,Partially cloudy,52
27-07-2018,31.3,24,27.1,36.3,24,29.4,22.7,77.6,0.4,100,4.17,51.5,24.9,279.8,1007.4,85.3,5.1,183.6,15.8,7,0.48,"Rain, Partially cloudy",53
28-07-2018,31.9,23.5,27.7,36.8,23.5,29.9,22.4,73.5,0.1,100,4.17,55.4,33.6,274.4,1006.9,81.4,5.5,193.8,16.8,6,0.5,"Rain, Partially cloudy",56
29-07-2018,31.9,23,27.8,36.4,23,29.6,22,72,0,0,0,49,24.3,283.2,1006.6,69.3,5.1,204.1,17.5,7,0.55,Partially cloudy,76
30-07-2018,33.1,23,28.2,36.1,23,29.9,21.2,67.2,0,0,0,46.4,24.3,287.7,1006.2,59.1,5.6,197.2,17,6,0.58,Partially cloudy,88
31-07-2018,32,24,28,35.7,24,29.8,21.7,69.4,0,0,0,51.5,25.7,288.2,1006.7,79,5.3,180.3,15.5,6,0.62,Partially cloudy,76
01-08-2018,31.9,23,26.7,35.7,23,27.9,22.1,77.5,8,100,8.33,52.2,25.7,290,1007.5,76.7,4.6,191.4,16.6,7,0.65,"Rain, Partially cloudy",77
02-08-2018,31,23,27.2,36.4,23,29.6,22.7,77.5,5,100,4.17,54,29,279.9,1008.4,75.3,5.1,227.9,19.6,8,0.69,"Rain, Partially cloudy",75
03-08-2018,32.3,24,28,37.5,24,30.2,22.2,71.7,0,0,0,52.6,27.4,291.1,1008.8,63,5.3,237.4,20.3,8,0.72,Partially cloudy,95
04-08-2018,32.4,23,27.4,37.7,23,29.6,22.7,76.4,3,100,4.17,51.8,22.3,281.2,1008.7,61.2,5.3,210.7,18.1,7,0.75,"Rain, Partially cloudy",90
05-08-2018,31.9,24,27.3,36.4,24,28.9,22,74.3,0,0,0,52.2,22.5,285.9,1008.3,67.2,5.5,211.3,18.2,7,0.79,Partially cloudy,64
06-08-2018,31.8,23.9,27.2,34.8,23.9,28.9,21.5,71.3,0.3,100,4.17,56.5,26.5,285.4,1006.6,74.1,5.1,172.5,14.7,6,0.82,"Rain, Partially cloudy",81
07-08-2018,29.9,23,26.2,33.1,23,27.4,21.6,76.2,0,0,0,56.5,26.4,281.6,1005.1,82.6,5.3,155.9,13.4,6,0.86,Partially cloudy,55
08-08-2018,29.9,24,26.6,33.2,24,28.1,22,76.5,2,100,4.17,45.4,27.4,285.5,1004.7,96.2,4.8,74.1,6.3,3,0.89,"Rain, Overcast",60
09-08-2018,31.7,23.5,26,37.4,23.5,27.3,23.1,84.7,20,100,8.33,49.7,23.2,281.4,1007.5,84.7,5,182.8,15.8,8,0.93,"Rain, Partially cloudy",50
10-08-2018,30.9,23,26.3,35.5,23,27.9,22.9,82.5,11.7,100,8.33,54.7,25.6,292.7,1008.2,92,5.1,152.6,13.2,5,0.96,"Rain, Overcast",50
11-08-2018,24.9,22,23.5,24.9,22,23.5,22.8,95.8,18.3,100,16.67,52.6,21.8,276.1,1007.1,100,3.9,76.3,6.7,3,0,"Rain, Overcast",46
12-08-2018,26.9,22,24.2,29.9,22,24.3,22.8,92.3,8.1,100,12.5,62.3,29,281.4,1005.3,99.5,4.7,75.3,6.6,5,0.03,"Rain, Overcast",39
13-08-2018,28.8,23,25.3,34.3,23,26.7,22.7,85.7,7,100,4.17,63,26.6,276.3,1005.1,94.2,5.2,152.9,13.1,7,0.06,"Rain, Overcast",29
14-08-2018,28.3,23,25.3,32.6,23,26.4,23.2,88.1,2.6,100,37.5,48.2,22.3,289.2,1004.4,95.6,5.2,75.9,6.5,3,0.09,"Rain, Overcast",45
15-08-2018,26.9,23.9,25.2,29.9,23.9,25.5,23,87.4,1.2,100,8.33,41.4,22.3,291,1003.7,97.5,4.9,59.9,5.2,3,0.13,"Rain, Overcast",71
16-08-2018,25.8,22,24,25.8,22,24,23,94.3,7.8,100,12.5,65.2,28.4,274.1,1002.3,98.8,4.1,54.4,4.8,2,0.16,"Rain, Overcast",36
17-08-2018,30,23,25.5,35.1,23,26.9,23,86.6,1,100,4.17,68.4,23.7,279.1,1003,91.5,4.8,160.3,13.7,7,0.19,"Rain, Overcast",45
18-08-2018,29.1,22.9,25.9,33.6,22.9,27.3,22.9,84,0.5,100,4.17,63,28.6,282.5,1004.5,67,5.2,149,12.9,6,0.25,"Rain, Partially cloudy",37
19-08-2018,26.9,23,24.6,29.9,23,24.7,23,90.7,6,100,8.33,52.9,22.3,292,1004.6,90.2,4.3,74,6.1,3,0.26,"Rain, Overcast",47
20-08-2018,24,22,23,24,22,23,22.1,94.6,18,100,16.67,52.2,27.7,286,1005.4,100,4.1,42.7,3.5,1,0.29,"Rain, Overcast",51
21-08-2018,28.9,22,24.7,33.5,22,25.5,22.3,86.9,3,100,4.17,61.6,22.3,277.3,1006.2,82,4.8,156.5,13.5,7,0.33,"Rain, Partially cloudy",26
22-08-2018,30.1,22.1,25.4,35.3,22.1,26.9,22.7,85.9,0,0,0,52.9,15.6,269,1007.9,73,5,188.2,16.3,7,0.36,Partially cloudy,30
23-08-2018,29.3,23,25.6,34.5,23,26.9,22.9,85.6,0.2,100,4.17,49.3,20.7,271.7,1008.5,88.7,5.2,99.8,8.6,3,0.39,"Rain, Partially cloudy",45
24-08-2018,30.8,22,26.3,35.3,22,27.9,22.4,79.8,0.2,100,4.17,48.6,21.4,284.2,1008.3,72.2,5.5,167.9,14.5,5,0.43,"Rain, Partially cloudy",51
25-08-2018,29.9,23,26,34.9,23,27.4,22.9,83.6,0.7,100,4.17,47.2,23.2,285.2,1007.8,69.1,5.2,161.2,14,5,0.46,"Rain, Partially cloudy",56
26-08-2018,28.9,22,25,33.4,22,25.9,22.6,86.9,0.2,100,4.17,51.8,23.7,283.4,1006.9,79.3,5,182.1,15.8,7,0.5,"Rain, Partially cloudy",60
27-08-2018,28.8,22,24.4,32.8,22,25.1,22.6,90.3,3,100,4.17,57.6,20.7,277.8,1006.6,98,5.1,154.3,13.5,5,0.53,"Rain, Overcast",60
28-08-2018,29.3,22,25.4,33.7,22,26.8,22.7,85.5,0.2,100,4.17,46.1,19.9,285.5,1006.6,88.8,5.4,209.2,18.1,8,0.56,"Rain, Partially cloudy",61
29-08-2018,30.9,22.7,26.2,35.4,22.7,28,22.6,81.5,0,0,0,40.3,18.2,274.4,1007.9,62.3,5.4,202.7,17.6,6,0.6,Partially cloudy,64
30-08-2018,31.3,23,26.7,35.4,23,28.4,22.1,77.2,0,0,0,42.8,22.1,289.9,1007.9,55.7,5.5,242.9,21,8,0.63,Partially cloudy,82
31-08-2018,30.9,23,26.3,36.3,23,27.8,22.7,81.5,0,0,0,44.3,18.9,293.2,1008.3,75.4,5,229,19.6,8,0.67,Partially cloudy,84
01-09-2018,30.9,22.1,26.3,34.4,22.1,27.5,22.1,79.5,11,100,4.17,45.7,21.9,304.3,1009.3,72.5,5.3,189.5,16.3,7,0.7,"Rain, Partially cloudy",69
02-09-2018,31,23,25.8,35,23,27.1,22.7,83.8,5,100,4.17,43.2,25,290.6,1009.8,75,5.1,218.8,18.8,7,0.74,"Rain, Partially cloudy",49
03-09-2018,30.1,22,25.7,34.9,22,27,22.4,82.9,4,100,4.17,44.6,21.9,284.9,1010,63.9,5.5,225.9,19.5,8,0.75,"Rain, Partially cloudy",48
04-09-2018,31.1,22,26.4,35.3,22,27.7,21.6,76.8,0,0,0,41.8,86.9,288.7,1010.2,56,5.5,233.8,20.2,8,0.81,Partially cloudy,52
05-09-2018,30.4,23,26.5,33.3,23,27.6,21.7,76,0,0,0,46.1,22.1,299.5,1009.5,69.5,5.5,219.5,18.9,8,0.84,Partially cloudy,71
06-09-2018,29.5,22,25.7,31.8,22,26.6,21.5,78.1,3,100,4.17,50.4,24.1,295.5,1008.2,75.7,5.6,160.7,13.9,5,0.88,"Rain, Partially cloudy",73
07-09-2018,30.8,22,26,33.1,22,27.1,20.8,73.8,0,0,0,48.2,31.7,288.6,1008.4,72.3,5.5,180.2,15.3,7,0.91,Partially cloudy,83
08-09-2018,32,21,26.1,34.1,21,26.9,20.2,71.9,0,0,0,38.5,18.2,277.3,1009.4,68.5,5.7,258.6,22.4,9,0.95,Partially cloudy,46
09-09-2018,32.8,20,26.4,35.9,20,27.8,20.4,71.5,0,0,0,26.6,11.6,266,1010.4,43.5,5.7,225.3,19.5,8,0,Partially cloudy,83
10-09-2018,34.8,21,27.5,38.3,21,29.2,21.6,73.1,6,100,8.33,14.8,18,80.9,1012.4,52.1,5.5,225.9,19.4,8,0.02,"Rain, Partially cloudy",87
11-09-2018,33,21.5,26.3,39,21.5,27.9,22.3,81,17,100,8.33,19.8,12.1,99.1,1013,69,5.2,244.3,21.1,9,0.05,"Rain, Partially cloudy",77
12-09-2018,31.7,23,26.2,38.6,23,28.4,23.2,84.6,0.3,100,12.5,20.2,20.3,276.1,1011.5,77.7,4.7,217.7,19,9,0.08,"Rain, Partially cloudy",70
13-09-2018,32.7,22,26.8,38.8,22,29,22.8,80.4,0.1,100,4.17,20.5,9.4,324,1009.9,64.7,5.1,220.1,19,7,0.11,"Rain, Partially cloudy",86
14-09-2018,32.8,21,27.3,39.9,21,29.6,22.5,76.7,0,0,0,14.8,18.4,93.8,1010.5,68,5,220.4,19.1,7,0.15,Partially cloudy,83
15-09-2018,33,21,27.4,37.9,21,29.6,22.1,74.9,0,0,0,22.7,11.2,141.7,1010.9,59.1,4.8,218.5,18.9,7,0.18,Partially cloudy,89
16-09-2018,32.8,22,27.5,37.9,22,30.1,22.8,76.7,3,100,4.17,32.8,13.4,323.8,1009,57.8,5.1,237.3,20.6,8,0.21,"Rain, Partially cloudy",98
17-09-2018,30,22.5,25.1,35.8,22.5,25.9,22.7,87.4,25,100,4.17,29.9,14.3,289.3,1007.5,78.2,4.8,195.4,16.8,7,0.25,"Rain, Partially cloudy",82
18-09-2018,30.8,22,26.1,36.3,22,28.2,22.9,83.3,0.3,100,12.5,40.3,14.8,305,1008,76.9,5.1,220.7,19.2,8,0.28,"Rain, Partially cloudy",66
19-09-2018,30,22,25.7,36.1,22,26.9,22.4,82.3,1,100,12.5,36.4,18.4,306.4,1008.6,83.7,5.1,164.4,14,7,0.31,"Rain, Partially cloudy",82
20-09-2018,30.1,22,25.9,35.2,22,27.2,22.3,81.4,2.3,100,20.83,41.4,15.8,302.5,1005.5,90.3,4.6,183.9,15.7,7,0.34,"Rain, Overcast",81
21-09-2018,25.1,22,23.9,25.1,22,23.9,22.6,92.8,4.2,100,12.5,32.4,17.5,275.5,1005.6,97.4,3.7,42.5,3.6,2,0.37,"Rain, Overcast",89
22-09-2018,32,22,26.1,37.9,22,28,21.8,78.7,0.8,100,8.33,42.1,14.8,230.2,1009.6,72.4,4.9,236.5,20.4,9,0.41,"Rain, Partially cloudy",56
23-09-2018,33.9,20,27,40.2,20,29.3,22.6,79.3,2,100,4.17,25.9,11,168.8,1013.1,59.5,5,238.9,20.6,8,0.44,"Rain, Partially cloudy",68
24-09-2018,32.9,22,26.3,38,22,28.1,23.2,83.9,11,100,4.17,21.6,9.4,149.9,1013.1,68.7,4.9,234.9,20.3,8,0.47,"Rain, Partially cloudy",61
25-09-2018,32,22,26.3,39.1,22,28.6,23.1,83.5,0.4,100,4.17,23.4,14.8,126.7,1012,66.4,5.1,232.3,20.2,7,0.5,"Rain, Partially cloudy",82
26-09-2018,29,21.5,25.1,34.6,21.5,26.6,22.9,87.8,0.6,100,4.17,21.6,17.1,151.7,1011.4,80.9,3.9,210,18.1,7,0.54,"Rain, Partially cloudy",109
27-09-2018,32,20,26.2,39,20,28.2,22.1,80,0,0,0,21.2,12.5,114.1,1011.2,54.7,4.9,232.9,19.9,8,0.58,Partially cloudy,82
28-09-2018,32,23,26.3,40.3,23,28.4,23.2,83.8,0,0,0,26.3,12.1,99.8,1011.8,78.5,4.8,220,19,8,0.61,Partially cloudy,94
29-09-2018,32.8,21.5,26.4,40.2,21.5,28.9,23.1,83.5,0,0,0,23.8,11.6,136.4,1012.1,52.9,4.9,223.5,19.2,8,0.65,Partially cloudy,101
30-09-2018,33.9,21.5,27.8,41.7,21.5,31.3,23.3,78,0.5,100,8.33,27.4,16.6,66.6,1012,45.9,4.9,231.5,19.9,8,0.68,"Rain, Partially cloudy",122
01-10-2018,32.1,23,27.2,39.2,23,29.7,23.3,80.3,0,0,0,27,13.5,113.4,1012.1,55.8,4.5,223.8,19.2,8,0.72,Partially cloudy,128
02-10-2018,33.2,22,27.7,39.2,22,30.2,22.5,75,0.4,100,4.17,24.5,14.9,110.5,1012.6,37.5,5.3,242.8,20.7,9,0.75,"Rain, Partially cloudy",82
03-10-2018,33.1,22,28,40.3,22,31,23,75.8,0,0,0,22.7,15.7,119.3,1012.4,39.7,5.1,249.5,21.5,8,0.79,Partially cloudy,75
04-10-2018,33.1,22.5,27.6,39,22.5,29.8,22.4,75.1,0,0,0,28.1,17.9,108.6,1012.8,46.4,4.9,236.9,20.2,8,0.83,Partially cloudy,82
05-10-2018,32.1,20.5,26.9,33.1,20.5,27.3,19.3,67,0,0,0,38.2,18.4,105.3,1013.3,40.6,5.7,253.6,21.9,9,0.86,Partially cloudy,84
06-10-2018,32.1,18.5,26.5,35.8,18.5,28,20.4,71.2,0,0,0,31.3,17.5,112.9,1013.3,43,5.3,246.2,21.3,9,0.9,Partially cloudy,116
07-10-2018,32.9,20,27,37.8,20,28.8,21.5,73.9,0,0,0,31.3,16.6,109,1012.5,42.9,4.7,226.1,19.5,8,0.93,Partially cloudy,118
08-10-2018,33.2,21,27.5,36.1,21,28.5,19.7,65.5,0,0,0,28.8,14.9,87.1,1012,42.1,4.9,231.9,19.8,8,0.97,Partially cloudy,126
09-10-2018,33.9,17,26.4,34.4,17,26.7,17.3,61.8,0,0,0,30.2,22.3,67.3,1011.1,36.3,5.4,247.7,21.5,9,0,Partially cloudy,126
10-10-2018,33.5,18.5,26.2,32.7,18.5,26,15.9,58.8,0,0,0,37.8,24.1,359.3,1009.7,58.2,5.1,215.6,18.6,7,0.04,Partially cloudy,131
11-10-2018,33,18,26.1,32.6,18,26.2,15.6,54.4,0,0,0,45.4,20.6,318.8,1008.7,63.7,5.6,237.5,20.4,9,0.07,Partially cloudy,117
12-10-2018,33,18,25.8,34.7,18,26.4,17.7,63.6,0,0,0,34.6,23.2,36.8,1010.8,68.9,5.6,262.2,22.6,9,0.1,Partially cloudy,117
13-10-2018,33.4,18,26.9,35.2,18,28.2,20,68.7,0,0,0,27.7,13,60.2,1012.5,43,5.7,232.4,19.9,8,0.13,Partially cloudy,121
14-10-2018,33.3,21,27.8,35.2,21,29.4,20.7,67.5,0,0,0,23,18.4,80,1013.7,55.8,5.7,236.6,20.3,8,0.16,Partially cloudy,107
15-10-2018,32,22.5,27.9,37.6,22.5,30.2,22.5,73.6,0,0,0,22.7,16.6,109,1014.7,74.1,4.6,211.1,18.2,8,0.2,Partially cloudy,92
16-10-2018,32.9,22,26.7,37.8,22,28.4,22.5,79.4,33,100,8.33,25.2,18.4,128.6,1015,86.1,4.4,205.7,17.7,7,0.25,"Rain, Partially cloudy",96
17-10-2018,29.8,22.1,24.2,33.9,22.1,24.7,22.3,89.8,37,100,12.5,26.3,21.7,148.4,1014.6,95,3.6,184.7,16,7,0.26,"Rain, Overcast",70
18-10-2018,30.9,22,25.6,33.9,22,26.7,21.8,81.1,0.6,100,12.5,21.2,9.4,146.8,1014.1,83.6,4.7,176.9,15.3,7,0.29,"Rain, Partially cloudy",69
19-10-2018,32,20,26.1,32.4,20,26.5,18.7,67.8,0,0,0,28.8,11.5,125.6,1014.5,31,5.1,230.7,19.9,8,0.33,Partially cloudy,71
20-10-2018,32.1,19,26.1,33.4,19,26.9,18.7,66.2,0,0,0,28.1,11.5,104.1,1015.4,41.6,5.5,233,20.1,8,0.36,Partially cloudy,106
21-10-2018,33,21.5,27.3,35.9,21.5,28.4,20.1,67.1,0,0,0,26.6,11.5,123.1,1015.7,51.4,5.6,220.8,19,8,0.39,Partially cloudy,115
22-10-2018,34.1,20,26.9,34.7,20,27.7,19,65.6,0,0,0,22.7,13,109,1015.2,33.4,5.5,232.4,20.1,8,0.42,Partially cloudy,124
23-10-2018,33.3,19.5,27,35.7,19.5,28,19.8,67.9,0.1,100,4.17,23.4,13.9,109.8,1014.7,37.2,5.3,217.1,18.8,8,0.45,"Rain, Partially cloudy",122
24-10-2018,31,22,25.9,34.8,22,27,21.5,78,0.1,100,4.17,25.2,14.8,80,1015.1,68.8,4.1,184.9,15.9,8,0.5,"Rain, Partially cloudy",126
25-10-2018,31.5,19.5,25.9,32.5,19.5,26.5,18.8,67.6,0,0,0,27,13.1,98.8,1016.1,41.3,5.3,200.3,17.3,7,0.52,Partially cloudy,125
26-10-2018,31.1,18,24.8,30.3,18,24.5,14.5,57.1,0,0,0,36.7,16.5,102,1016.5,27,5.8,250.8,21.7,9,0.56,Partially cloudy,106
27-10-2018,32.3,16,24.8,31,16,24.4,13,53.1,0,0,0,36.7,18.2,88.7,1016.3,13.3,5.7,252.8,21.7,9,0.59,Clear,120
28-10-2018,31.1,15,24.2,30,15,23.9,13.2,54.3,0,0,0,41,18,77.9,1014.8,21.1,5.7,253.8,21.9,9,0.63,Partially cloudy,113
29-10-2018,30.1,18.4,24.4,29.1,18.4,24.1,12.5,49.3,0,0,0,42.5,21.6,53.9,1013.6,10.2,5.6,256.8,22,9,0.66,Clear,107
30-10-2018,31,17.5,24.5,30.4,17.5,24.5,13.9,53.2,0,0,0,34.2,11.4,73.8,1012.6,14,5.4,250,21.4,9,0.7,Clear,115
31-10-2018,31.5,16,24.7,30.8,16,24.7,15,56.9,0,0,0,31,11,79.3,1013,16.7,5.8,248.2,21.5,9,0.75,Clear,120
01-11-2018,30.8,19,24.9,32.7,19,25.6,18.7,69.6,0,0,0,24.5,9.5,105.3,1013.8,41.4,5.1,170.7,14.8,7,0.77,Partially cloudy,106
02-11-2018,28.7,21,25,33,21,26.1,21.6,82.1,0.2,100,4.17,36,17.5,109.4,1014.3,57.9,4.8,182.1,15.6,7,0.81,"Rain, Partially cloudy",76
03-11-2018,30,20,25.8,34.1,20,27.3,21.5,78.1,0,0,0,33.5,13.3,121.1,1015.2,67,5.3,173.7,14.9,7,0.84,Partially cloudy,55
04-11-2018,31,19.5,26.3,35.3,19.5,27.8,21.6,76.7,0,0,0,31.7,12.6,121.3,1015.4,49.4,5.1,188.7,16.4,7,0.88,Partially cloudy,54
